Level	Rule Name	Subject	Property	Value
ERROR	missing_label	BFO:0000066	rdfs:label	
ERROR	missing_label	CHEBI:15355	rdfs:label	
ERROR	missing_label	CHEBI:15760	rdfs:label	
ERROR	missing_label	CHEBI:16670	rdfs:label	
ERROR	missing_label	CHEBI:16865	rdfs:label	
ERROR	missing_label	CHEBI:17134	rdfs:label	
ERROR	missing_label	CHEBI:18000	rdfs:label	
ERROR	missing_label	CHEBI:18059	rdfs:label	
ERROR	missing_label	CHEBI:18237	rdfs:label	
ERROR	missing_label	CHEBI:18243	rdfs:label	
ERROR	missing_label	CHEBI:18295	rdfs:label	
ERROR	missing_label	CHEBI:22331	rdfs:label	
ERROR	missing_label	CHEBI:22478	rdfs:label	
ERROR	missing_label	CHEBI:22625	rdfs:label	
ERROR	missing_label	CHEBI:22728	rdfs:label	
ERROR	missing_label	CHEBI:23213	rdfs:label	
ERROR	missing_label	CHEBI:23367	rdfs:label	
ERROR	missing_label	CHEBI:23677	rdfs:label	
ERROR	missing_label	CHEBI:23824	rdfs:label	
ERROR	missing_label	CHEBI:23981	rdfs:label	
ERROR	missing_label	CHEBI:24431	rdfs:label	
ERROR	missing_label	CHEBI:24532	rdfs:label	
ERROR	missing_label	CHEBI:24651	rdfs:label	
ERROR	missing_label	CHEBI:24780	rdfs:label	
ERROR	missing_label	CHEBI:24828	rdfs:label	
ERROR	missing_label	CHEBI:24833	rdfs:label	
ERROR	missing_label	CHEBI:24870	rdfs:label	
ERROR	missing_label	CHEBI:25384	rdfs:label	
ERROR	missing_label	CHEBI:25693	rdfs:label	
ERROR	missing_label	CHEBI:25806	rdfs:label	
ERROR	missing_label	CHEBI:25990	rdfs:label	
ERROR	missing_label	CHEBI:26469	rdfs:label	
ERROR	missing_label	CHEBI:26607	rdfs:label	
ERROR	missing_label	CHEBI:26666	rdfs:label	
ERROR	missing_label	CHEBI:27162	rdfs:label	
ERROR	missing_label	CHEBI:27171	rdfs:label	
ERROR	missing_label	CHEBI:27175	rdfs:label	
ERROR	missing_label	CHEBI:28790	rdfs:label	
ERROR	missing_label	CHEBI:30879	rdfs:label	
ERROR	missing_label	CHEBI:32877	rdfs:label	
ERROR	missing_label	CHEBI:32952	rdfs:label	
ERROR	missing_label	CHEBI:32988	rdfs:label	
ERROR	missing_label	CHEBI:33256	rdfs:label	
ERROR	missing_label	CHEBI:33285	rdfs:label	
ERROR	missing_label	CHEBI:33302	rdfs:label	
ERROR	missing_label	CHEBI:33304	rdfs:label	
ERROR	missing_label	CHEBI:33308	rdfs:label	
ERROR	missing_label	CHEBI:33566	rdfs:label	
ERROR	missing_label	CHEBI:33567	rdfs:label	
ERROR	missing_label	CHEBI:33570	rdfs:label	
ERROR	missing_label	CHEBI:33575	rdfs:label	
ERROR	missing_label	CHEBI:33579	rdfs:label	
ERROR	missing_label	CHEBI:33582	rdfs:label	
ERROR	missing_label	CHEBI:33595	rdfs:label	
ERROR	missing_label	CHEBI:33608	rdfs:label	
ERROR	missing_label	CHEBI:33636	rdfs:label	
ERROR	missing_label	CHEBI:33655	rdfs:label	
ERROR	missing_label	CHEBI:33659	rdfs:label	
ERROR	missing_label	CHEBI:33661	rdfs:label	
ERROR	missing_label	CHEBI:33670	rdfs:label	
ERROR	missing_label	CHEBI:33672	rdfs:label	
ERROR	missing_label	CHEBI:33674	rdfs:label	
ERROR	missing_label	CHEBI:33675	rdfs:label	
ERROR	missing_label	CHEBI:33702	rdfs:label	
ERROR	missing_label	CHEBI:33704	rdfs:label	
ERROR	missing_label	CHEBI:33707	rdfs:label	
ERROR	missing_label	CHEBI:33709	rdfs:label	
ERROR	missing_label	CHEBI:33822	rdfs:label	
ERROR	missing_label	CHEBI:33832	rdfs:label	
ERROR	missing_label	CHEBI:33833	rdfs:label	
ERROR	missing_label	CHEBI:33853	rdfs:label	
ERROR	missing_label	CHEBI:35267	rdfs:label	
ERROR	missing_label	CHEBI:35274	rdfs:label	
ERROR	missing_label	CHEBI:35287	rdfs:label	
ERROR	missing_label	CHEBI:35352	rdfs:label	
ERROR	missing_label	CHEBI:35366	rdfs:label	
ERROR	missing_label	CHEBI:35701	rdfs:label	
ERROR	missing_label	CHEBI:36357	rdfs:label	
ERROR	missing_label	CHEBI:36358	rdfs:label	
ERROR	missing_label	CHEBI:36586	rdfs:label	
ERROR	missing_label	CHEBI:36587	rdfs:label	
ERROR	missing_label	CHEBI:36916	rdfs:label	
ERROR	missing_label	CHEBI:36962	rdfs:label	
ERROR	missing_label	CHEBI:36963	rdfs:label	
ERROR	missing_label	CHEBI:37577	rdfs:label	
